,Date,Open,High,Low,Close,Volume,50_day_MA,100_day_MA,Log_return,Volatility,Risk-free Rate
0,2015-06-11,211.48,212.09,211.2,211.65,73876447.0,210.3418,208.8003,0.0032654249219013446,0.0934956387123329,0.0239
1,2015-06-12,210.64,211.48,209.68,209.93,135382369.0,210.4264,208.879,-0.008159825150701617,0.09033007237979745,0.0239
2,2015-06-15,208.64,209.45,207.79,209.1,124384184.0,210.4796,208.93920000000003,-0.003961535381643216,0.0909007868707431,0.0236
3,2015-06-16,208.93,210.35,208.72,210.25,85308227.0,210.528,208.98069999999998,0.005484692418469649,0.09263169210465996,0.0232
4,2015-06-17,210.59,211.32,209.36,210.59,126708635.0,210.59420000000003,209.03690000000003,0.001615816338629618,0.09298409518026676,0.0232
5,2015-06-18,211.31,213.34,210.63,212.71,165867949.0,210.6888,209.1095,0.01001662048387221,0.10028844772107348,0.0235
6,2015-06-19,211.46,211.55,210.36,210.81,130478689.0,210.727,209.1902,-0.00897248180334313,0.10443734903976286,0.0226
7,2015-06-22,211.91,212.59,211.64,211.89,70696027.0,210.764,209.3077,0.005110018216724426,0.10614360692251139,0.023700000000000002
8,2015-06-23,212.14,212.44,211.57,212.05,68476797.0,210.82319999999999,209.40830000000003,0.0007548238316593303,0.09856419412165232,0.0242
9,2015-06-24,211.72,212.17,210.47,210.51,92307318.0,210.8436,209.5189,-0.007288937988292758,0.09587382024083926,0.023799999999999998
10,2015-06-25,211.1,211.25,209.77,209.83,97107361.0,210.8316,209.59799999999998,-0.003235478865703368,0.09634245716705775,0.024
11,2015-06-26,210.29,210.58,209.16,209.9,104174840.0,210.82219999999998,209.64860000000002,0.00033354775998371025,0.09406414678019356,0.024900000000000002
12,2015-06-29,208.05,209.83,205.33,205.47,202621332.0,210.7726,209.6627,-0.02133118894866379,0.11951388771157112,0.0233
13,2015-06-30,207.26,207.32,205.28,205.89,182925106.0,210.6934,209.66039999999998,0.002042007710729424,0.12015595676022649,0.0235
14,2015-07-01,207.73,208.03,206.56,207.57,135979873.0,210.65279999999998,209.68059999999997,0.008126586590176498,0.12406123938682798,0.024300000000000002
15,2015-07-02,208.07,208.27,206.81,207.32,104373652.0,210.5866,209.7075,-0.0012051388573236237,0.12091818130827645,0.024
16,2015-07-06,205.77,207.65,205.53,206.67,117975369.0,210.4968,209.7061,-0.0031401750482917,0.1211866063896475,0.023
17,2015-07-07,206.96,208.17,204.11,208.01,173820249.0,210.42399999999998,209.71689999999998,0.006462837195522623,0.12178555003971646,0.0227
18,2015-07-08,206.42,206.76,204.25,204.53,164020059.0,210.2992,209.673,-0.016871491478661692,0.13553718051107524,0.0222
19,2015-07-09,207.04,207.35,204.77,204.8,144113107.0,210.16639999999998,209.6232,0.0013192291752777913,0.1270821789472819,0.0232
20,2015-07-10,207.29,207.98,204.95,207.48,129456890.0,210.1046,209.59689999999998,0.013001056317846591,0.13627213723181572,0.0242
21,2015-07-13,208.99,209.9,208.94,209.76,106069400.0,210.1306,209.59320000000002,0.01092907053219023,0.1397618197631498,0.024399999999999998
22,2015-07-14,209.72,211.05,209.65,210.72,81709575.0,210.13060000000002,209.6006,0.004566217979581184,0.13986670503891854,0.0241
23,2015-07-15,210.73,211.28,210.04,210.63,97914141.0,210.1168,209.5945,-0.0004271982977037304,0.13857659213655607,0.0236
24,2015-07-16,211.87,212.3,211.58,212.27,106683266.0,210.18420000000003,209.60510000000002,0.0077560095590854606,0.1411629906508556,0.0236
25,2015-07-17,212.29,212.55,211.8,212.47,89029973.0,210.2728,209.61169999999998,0.000941752671194814,0.13656152434087326,0.023399999999999997
26,2015-07-20,212.75,213.18,212.21,212.62,70446821.0,210.34779999999998,209.6216,0.0007057329329117417,0.1324397009274089,0.023799999999999998
27,2015-07-21,212.43,212.74,211.39,211.76,77965048.0,210.35060000000001,209.6254,-0.004052976941613339,0.1321364161056403,0.0235
28,2015-07-22,210.93,211.77,210.89,211.29,88667920.0,210.36419999999998,209.6317,-0.0022219604934172045,0.13232406380665873,0.0233
29,2015-07-23,211.53,211.65,209.75,210.14,90509128.0,210.3674,209.6132,-0.005457622164799539,0.1311737519367492,0.022799999999999997
30,2015-07-24,210.3,210.37,207.6,207.94,117754979.0,210.3258,209.5814,-0.010524398710805037,0.13595785258905252,0.0227
31,2015-07-27,208.0,208.0,206.26,206.74,132361082.0,210.2164,209.5465,-0.005787611409485408,0.13721889565084344,0.0223
32,2015-07-28,207.79,209.5,206.8,209.31,123544845.0,210.15380000000002,209.535,0.012354441478916062,0.12142340326419265,0.0226
33,2015-07-29,209.48,211.04,209.31,210.77,105791255.0,210.10719999999998,209.5677,0.006951084929700919,0.12325843022743763,0.0229
34,2015-07-30,210.16,211.02,209.42,210.82,91304374.0,210.06300000000002,209.5923,0.0002371972780873876,0.12050440782201909,0.022799999999999997
35,2015-07-31,211.42,211.45,210.16,210.45,103266857.0,210.0144,209.64699999999996,-0.0017565936104634986,0.12064052371335005,0.022000000000000002
36,2015-08-03,210.46,210.53,208.65,209.73,113965728.0,209.93899999999996,209.6993,-0.00342710602457616,0.12076744775334704,0.0216
37,2015-08-04,209.7,210.25,208.8,209.32,81820823.0,209.8656,209.72150000000002,-0.0019568076879963765,0.11915830727889944,0.0223
38,2015-08-05,210.45,211.31,209.73,210.1,85786817.0,209.85359999999997,209.7642,0.0037194263469475667,0.10076826152444773,0.022799999999999997
39,2015-08-06,210.29,210.42,207.65,208.35,116030803.0,209.7666,209.7619,-0.00836424998249222,0.1064986498750459,0.0223
40,2015-08-07,208.16,208.34,206.87,207.92,117857956.0,209.67579999999998,209.7615,-0.0020659675352277056,0.09669341049215242,0.0218
41,2015-08-10,209.28,210.67,209.28,210.63,80270676.0,209.6656,209.76319999999998,0.01294964936403233,0.09990576959182258,0.022400000000000003
42,2015-08-11,208.97,209.47,207.76,208.66,126081377.0,209.6074,209.7548,-0.00939690665744385,0.10403432267958293,0.0215
43,2015-08-12,207.11,209.14,205.36,208.92,172123672.0,209.5586,209.73989999999998,0.0012452705282747375,0.10421719648178997,0.021400000000000002
44,2015-08-13,208.73,209.55,208.01,208.7,89383253.0,209.49419999999998,209.7269,-0.0010535894849429456,0.09965630533069021,0.0219
45,2015-08-14,208.43,209.51,208.26,209.36,72786528.0,209.4788,209.7323,0.003157444138735394,0.10049094993227822,0.022000000000000002
46,2015-08-17,208.71,210.59,208.16,210.56,79072643.0,209.4946,209.78029999999998,0.005715389915062009,0.10298741345897489,0.0216
47,2015-08-18,210.26,210.68,209.7,209.93,71692678.0,209.5248,209.8269,-0.0029965063207213123,0.10256963924637558,0.022000000000000002
48,2015-08-19,209.09,210.01,207.35,208.28,172864412.0,209.52140000000003,209.85229999999999,-0.007890813521532697,0.10580316604807495,0.0212
49,2015-08-20,206.51,208.29,203.9,204.01,194327884.0,209.3824,209.80989999999997,-0.020714316044060606,0.12667103584960065,0.0209
50,2015-08-21,201.73,203.94,197.52,197.63,346588469.0,209.102,209.72189999999998,-0.031772416598294724,0.1638039889480568,0.020499999999999997
51,2015-08-24,187.49,197.48,182.4,189.5,507244300.0,208.6934,209.55990000000003,-0.042007571129861934,0.21559036525574793,0.020099999999999996
52,2015-08-25,195.43,195.45,186.92,187.23,369833071.0,208.25599999999997,209.3678,-0.012051216908419793,0.20776798362990478,0.0212
53,2015-08-26,192.08,194.79,188.37,194.68,339256986.0,207.94459999999998,209.2363,0.03901937735119226,0.25841732611978935,0.0218
54,2015-08-27,197.02,199.42,195.21,199.16,274143906.0,207.71599999999998,209.15509999999998,0.022751336808728328,0.27509853199904405,0.0218
55,2015-08-28,198.5,199.84,197.92,199.24,160414352.0,207.4466,209.06769999999997,0.000401606431100628,0.2753183434564123,0.0219
